sentence_id,words,labels,pos_tag
1,features.,I,NN
2,Background,B,NNP
2,maintenance,I,NN
2,is,I,VBZ
2,a,I,DT
2,frequent,I,JJ
2,element,O,NN
2,of,O,IN
2,video,O,NN
2,surveillance,O,NN
2,systems.,B,NN
2,We,I,PRP
2,develop,I,VBP
2,"Wallflower,",O,WRB
2,a,B,DT
2,three-component,I,JJ
2,system,I,NN
2,for,I,IN
2,background,I,NN
2,maintenance:,I,VBD
2,the,I,DT
2,pixel-level,I,JJ
2,component,I,NN
2,performs,I,NNS
2,Wiener,I,NNP
2,filtering,O,VBG
2,to,B,TO
2,make,I,VB
2,probabilistic,I,JJ
2,predictions,I,NNS
2,of,I,IN
2,the,I,DT
2,expected,I,VBN
2,background;,I,IN
2,the,I,DT
2,region-level,I,JJ
2,component,I,NN
2,fills,I,NNS
2,in,I,IN
2,homogeneous,I,JJ
2,regions,I,NNS
2,of,I,IN
2,foreground,I,NN
2,objects;,I,NN
2,and,I,CC
2,the,I,DT
2,frame-level,I,JJ
2,component,I,NN
2,detects,I,NNS
2,"sudden,",I,VBP
2,global,O,JJ
2,changes,O,NNS
2,in,O,IN
2,the,O,DT
2,image,O,NN
2,and,O,CC
2,swaps,O,NNS
2,in,O,IN
2,better,O,JJR
2,approximations,O,NNS
2,of,O,IN
2,the,O,DT
2,background.,O,NN
2,We,O,PRP
2,compare,O,VBP
2,our,O,PRP$
2,system,O,NN
2,with,O,IN
2,8,B,CD
2,other,I,JJ
2,background,O,NN
2,subtraction,B,NN
2,algorithms.,I,NN
2,Wallflower,I,NNP
2,is,I,VBZ
2,shown,I,VBN
2,to,I,TO
2,outperform,O,VB
2,previous,O,JJ
2,algorithms,O,NNS
2,by,B,IN
2,handling,I,VBG
2,a,O,DT
2,greater,O,JJR
2,set,O,NN
2,of,O,IN
2,the,O,DT
2,difficult,O,JJ
2,situations,O,NNS
2,that,O,WDT
2,can,O,MD
2,occur.,O,VB
2,"Finally,",O,NNP
2,we,O,PRP
2,analyze,O,VBP
2,the,O,DT
2,experimental,O,JJ
2,results,O,NNS
2,and,O,CC
2,propose,O,JJ
2,normative,O,JJ
2,principles,O,NNS
2,for,B,IN
2,background,I,NN
2,maintenance.,I,NN
3,We,O,PRP
3,present,O,VBP
3,a,O,DT
3,method,B,NN
3,for,O,IN
3,detecting,B,VBG
3,3D,I,CD
3,objects,I,NNS
3,using,O,VBG
3,multi-modalities.,B,NN
3,While,O,IN
3,it,B,PRP
3,is,O,VBZ
3,"generic,",O,JJ
3,we,O,PRP
3,demonstrate,O,VBP
3,it,B,PRP
3,on,O,IN
3,the,O,DT
3,combination,O,NN
3,of,O,IN
3,an,O,DT
3,image,B,NN
3,and,O,CC
3,a,O,DT
3,dense,B,NN
3,depth,I,NN
3,map,I,NN
3,which,O,WDT
3,give,O,VBP
3,complementary,B,JJ
3,object,I,NN
3,information.,I,NN
3,It,I,PRP
3,works,O,VBZ
3,in,O,IN
3,"real-time,",O,NN
3,under,O,IN
3,heavy,O,JJ
3,"clutter,",O,NN
3,does,O,VBZ
3,not,O,RB
3,require,O,VB
3,a,O,DT
3,time,B,NN
3,consuming,I,VBG
3,training,I,VBG
3,"stage,",I,NN
3,and,O,CC
3,can,O,MD
3,handle,O,VB
3,untextured,B,JJ
3,objects.,I,IN
3,It,I,PRP
3,is,O,VBZ
3,based,O,VBN
3,on,O,IN
3,an,O,DT
3,efficient,O,JJ
3,representation,O,NN
3,of,O,IN
3,templates,B,NNS
3,that,O,WDT
3,capture,O,VBP
3,the,O,DT
3,different,O,JJ
3,"modalities,",B,NN
3,and,O,CC
3,we,O,PRP
3,show,O,VBP
3,in,O,IN
3,many,O,JJ
3,experiments,O,NNS
3,on,O,IN
3,commodity,B,NN
3,hardware,I,NN
3,that,O,IN
3,our,O,PRP$
3,approach,B,NN
3,significantly,O,RB
3,outperforms,O,VBZ
3,state-of-the-art,B,JJ
3,methods,I,NNS
3,on,O,IN
3,single,B,JJ
3,modalities.,I,NN
4,We,O,PRP
4,investigate,O,VBP
4,the,O,DT
4,problem,O,NN
4,of,O,IN
4,fine-grained,B,JJ
4,sketch-based,I,JJ
4,image,I,NN
4,retrieval,I,NN
4,"(SBIR),",I,NNP
4,where,O,WRB
4,free-hand,B,NN
4,human,I,JJ
4,sketches,I,NNS
4,are,O,VBP
4,used,O,VBN
4,as,O,IN
4,queries,O,NNS
4,to,O,TO
4,perform,O,VB
4,instance-level,B,JJ
4,retrieval,I,NN
4,of,I,IN
4,images.,I,NN
4,This,O,DT
4,is,O,VBZ
4,an,O,DT
4,extremely,O,RB
4,challenging,O,JJ
4,task,O,NN
4,because,O,IN
4,(i),O,NNP
4,visual,B,JJ
4,comparisons,I,NNS
4,not,O,RB
4,only,O,RB
4,need,O,VB
4,to,O,TO
4,be,O,VB
4,fine-grained,O,JJ
4,but,O,CC
4,also,O,RB
4,executed,O,VBD
4,"cross-domain,",O,JJ
4,(ii),O,NNP
4,free-hand,B,NN
4,(finger),I,NN
4,sketches,I,NNS
4,are,O,VBP
4,highly,O,RB
4,"abstract,",O,JJ
4,making,O,VBG
4,fine-grained,B,JJ
4,matching,I,JJ
4,"harder,",O,NN
4,and,O,CC
4,most,O,JJS
4,importantly,O,RB
4,(iii),O,RB
4,annotated,B,VBN
4,cross-domain,I,JJ
4,sketch-photo,I,JJ
4,datasets,I,NNS
4,required,O,VBN
4,for,O,IN
4,training,O,NN
4,are,O,VBP
4,"scarce,",O,JJ
4,challenging,O,VBG
4,many,O,JJ
4,state-of-the-art,O,JJ
4,machine,B,NN
4,learning,I,VBG
4,techniques.,I,NN
4,In,O,IN
4,this,O,DT
4,"paper,",O,NN
4,for,O,IN
4,the,O,DT
4,first,O,JJ
4,"time,",O,NN
4,we,O,PRP
4,address,O,VBP
4,all,O,PDT
4,these,O,DT
4,"challenges,",O,NNS
4,providing,O,VBG
4,a,O,DT
4,step,O,NN
4,towards,O,IN
4,the,O,DT
4,capabilities,O,NNS
4,that,O,WDT
4,would,O,MD
4,underpin,O,VB
4,a,O,DT
4,commercial,O,JJ
4,sketch-based,B,JJ
4,image,I,NN
4,retrieval,I,NN
4,application.,I,IN
4,We,O,PRP
4,introduce,O,VBP
4,a,O,DT
4,new,O,JJ
4,database,O,NN
4,of,O,IN
4,"1,432",O,CD
4,sketch-photo,O,JJ
4,pairs,O,NNS
4,from,O,IN
4,two,O,CD
4,categories,O,NNS
4,with,O,IN
4,"32,000",O,CD
4,fine-grained,B,JJ
4,triplet,I,NN
4,ranking,I,VBG
4,annotations.,I,IN
4,We,O,PRP
4,then,O,RB
4,develop,O,VB
4,a,O,DT
4,deep,B,JJ
4,triplet-ranking,I,NN
4,model,I,NN
4,for,O,IN
4,instance-level,B,JJ
4,SBIR,I,NNP
4,with,O,IN
4,a,O,DT
4,novel,O,JJ
4,data,B,NN
4,augmentation,I,NN
4,and,O,CC
4,staged,B,VBD
4,pre-training,I,NN
4,strategy,I,NN
4,to,O,TO
4,alleviate,O,VB
4,the,O,DT
4,issue,O,NN
4,of,O,IN
4,insufficient,B,JJ
4,fine-grained,I,JJ
4,training,I,NN
4,data.,I,NN
4,Extensive,O,JJ
4,experiments,O,NNS
4,are,O,VBP
4,carried,O,VBN
4,out,O,IN
4,to,O,TO
4,contribute,O,VB
4,a,O,DT
4,variety,O,NN
4,of,O,IN
4,insights,O,NNS
4,into,O,IN
4,the,O,DT
4,challenges,O,NNS
4,of,O,IN
4,data,B,NNS
4,sufficiency,I,NN
4,and,O,CC
4,over-fitting,B,JJ
4,avoidance,I,NN
4,when,O,WRB
4,training,O,VBG
4,deep,B,JJ
4,networks,I,NNS
4,for,O,IN
4,fine-grained,B,JJ
4,cross-domain,I,JJ
4,ranking,I,NN
4,tasks.,I,NN
5,Nonstationary,B,NNP
5,chaotic,I,JJ
5,behavior,I,NN
5,is,I,VBZ
5,not,I,RB
5,an,I,DT
5,oxymoron.,I,NN
5,We,O,PRP
5,present,O,VBP
5,two,B,CD
5,methods,O,NNS
5,for,O,IN
5,capturing,O,VBG
5,nonstationary,O,JJ
5,"chaos,",B,NN
5,then,I,RB
5,present,I,VBD
5,a,O,DT
5,few,O,JJ
5,examples,O,NNS
5,including,O,VBG
5,biological,B,JJ
5,"signals,",O,NN
5,ocean,B,NN
5,waves,I,NNS
5,and,I,CC
5,traffic,I,NN
5,flow.,I,VBP
5,The,I,DT
5,issue,I,NN
5,is,I,VBZ
5,of,O,IN
5,practical,O,JJ
5,interest,O,NN
5,because,O,IN
5,it,O,PRP
5,is,O,VBZ
5,often,O,RB
5,useful,O,JJ
5,to,O,TO
5,capture,O,VB
5,when,O,WRB
5,nonstationary,O,JJ
5,events,B,NNS
5,take,I,VB
5,place,I,NN
5,and,I,CC
5,it,O,PRP
5,is,O,VBZ
5,desirable,O,JJ
5,to,O,TO
5,know,O,VB
5,over,O,RP
5,what,O,WP
5,periods,O,VBZ
5,a,O,DT
5,signal,O,NN
5,is,O,VBZ
5,stationary.,O,JJ
6,This,O,DT
6,abstract,O,JJ
6,describes,O,VBZ
6,a,O,DT
6,natural,O,JJ
6,language,B,NN
6,system,I,NN
6,which,I,WDT
6,deals,O,VBZ
6,usefully,O,RB
6,with,O,IN
6,ungrammatical,O,JJ
6,input,B,NN
6,and,I,CC
6,describes,I,VB
6,some,O,DT
6,actual,O,JJ
6,and,O,CC
6,potential,O,JJ
6,applications,O,NNS
6,of,O,IN
6,it,O,PRP
6,in,O,IN
6,computer,O,NN
6,aided,B,VBD
6,second,I,JJ
6,language,I,NN
6,learning,I,NN
6,.,I,.
6,"However,",I,NNP
6,this,O,DT
6,is,O,VBZ
6,not,O,RB
6,the,B,DT
6,only,O,JJ
6,area,O,NN
6,in,O,IN
6,which,O,WDT
6,the,O,DT
6,principles,O,NNS
6,of,O,IN
6,the,O,DT
6,system,O,NN
6,might,O,MD
6,be,B,VB
6,"used,",O,JJ
6,and,O,CC
6,the,O,DT
6,aim,O,NN
6,in,O,IN
6,building,O,VBG
6,it,O,PRP
6,was,O,VBD
6,simply,O,RB
6,to,O,TO
6,demonstrate,O,VB
6,the,O,DT
6,workability,O,NN
6,of,O,IN
6,the,O,DT
6,general,O,JJ
6,"mechanism,",O,NN
6,and,O,CC
6,provide,O,VB
6,a,O,DT
6,framework,O,NN
6,for,O,IN
6,assessing,O,VBG
6,developments,O,NNS
6,of,O,IN
6,it.,O,NN
7,This,O,DT
7,paper,O,NN
7,introduces,O,VBZ
7,a,O,DT
7,robust,O,JJ
7,interactive,B,JJ
7,method,I,NN
7,for,I,IN
7,speech,O,NN
7,understanding,B,NN
7,.,I,.
7,The,I,DT
7,generalized,O,JJ
7,LR,B,NNP
7,parsing,I,NN
7,is,I,VBZ
7,enhanced,I,VBN
7,in,O,IN
7,this,O,DT
7,approach.,O,NN
7,Parsing,B,VBG
7,proceeds,I,NNS
7,from,O,IN
7,left,O,VBN
7,to,O,TO
7,right,O,VB
7,correcting,O,VBG
7,minor,O,JJ
7,errors.,O,NN
7,When,O,WRB
7,a,O,DT
7,very,O,RB
7,noisy,O,JJ
7,portion,O,NN
7,is,O,VBZ
7,"detected,",O,VBN
7,the,O,DT
7,parser,O,NN
7,skips,O,VBZ
7,that,B,IN
7,portion,I,NN
7,using,O,VBG
7,a,O,DT
7,fake,O,JJ
7,non-terminal,O,JJ
7,symbol,O,NN
7,.,B,.
7,The,I,DT
7,unidentified,I,JJ
7,portion,O,NN
7,is,O,VBZ
7,resolved,O,VBN
7,by,O,IN
7,re-utterance,O,NN
7,of,O,IN
7,that,O,DT
7,portion,O,NN
7,which,O,WDT
7,is,O,VBZ
7,parsed,O,VBN
7,very,O,RB
7,efficiently,O,RB
7,by,O,IN
7,using,O,VBG
7,the,O,DT
7,parse,O,NN
7,record,O,NN
7,of,O,IN
7,the,O,DT
7,first,O,JJ
7,utterance,O,NN
7,.,O,.
7,The,O,DT
7,user,O,NN
7,does,O,VBZ
7,not,O,RB
7,have,O,VB
7,to,O,TO
7,speak,O,VB
7,the,O,DT
7,whole,O,JJ
7,sentence,O,NN
7,again.,O,NN
7,This,O,DT
7,method,O,NN
7,is,O,VBZ
7,also,O,RB
7,capable,O,JJ
7,of,O,IN
7,handling,O,VBG
7,unknown,B,JJ
7,words,O,NNS
7,",",O,","
7,which,O,WDT
7,is,O,VBZ
7,important,O,JJ
7,in,B,IN
7,practical,I,JJ
7,systems.,O,NN
7,Detected,O,NNP
7,unknown,O,JJ
7,words,O,NNS
7,can,O,MD
7,be,O,VB
7,incrementally,O,RB
7,incorporated,O,VBN
7,into,O,IN
7,the,O,DT
7,dictionary,O,NN
7,after,O,IN
7,the,O,DT
7,interaction,O,NN
7,with,O,IN
7,the,O,DT
7,user,O,NN
7,.,O,.
7,A,O,DT
7,pilot,O,NN
7,system,O,NN
7,has,O,VBZ
7,shown,O,VBN
7,great,O,JJ
7,effectiveness,O,NN
7,of,O,IN
7,this,O,DT
7,approach.,O,NN
8,This,O,DT
8,paper,O,NN
8,describes,O,VBZ
8,a,O,DT
8,computational,O,JJ
8,model,B,NN
8,of,I,IN
8,word,O,NN
8,segmentation,B,NN
8,and,I,CC
8,presents,O,NNS
8,simulation,O,NN
8,results,O,NNS
8,on,O,IN
8,realistic,O,JJ
8,acquisition,B,NN
8,.,I,.
8,In,I,IN
8,"particular,",I,NN
8,we,O,PRP
8,explore,O,VBP
8,the,O,DT
8,capacity,O,NN
8,and,O,CC
8,limitations,O,NNS
8,of,O,IN
8,statistical,O,JJ
8,learning,B,VBG
8,mechanisms,I,NNS
8,that,I,WDT
8,have,I,VBP
8,recently,O,RB
8,gained,O,VBN
8,prominence,O,NN
8,in,O,IN
8,cognitive,O,JJ
8,psychology,B,NN
8,and,I,CC
8,linguistics,I,NNS
8,.,I,.
9,Soames,O,RB
9,1979,O,CD
9,provides,O,VBZ
9,some,O,DT
9,counterexamples,O,NNS
9,to,O,TO
9,the,O,DT
9,theory,O,NN
9,of,O,IN
9,natural,O,JJ
9,language,B,NN
9,presuppositions,I,NNS
9,that,I,WDT
9,is,O,VBZ
9,presented,O,VBN
9,in,O,IN
9,Gazdar,O,NNP
9,1979.,O,CD
9,Soames,O,NNP
9,1982,O,CD
9,provides,O,VBZ
9,a,O,DT
9,theory,O,NN
9,which,O,WDT
9,explains,O,VBZ
9,these,O,DT
9,counterexamples.,O,NNS
9,Mercer,O,NNP
9,1987,O,CD
9,rejects,O,VBZ
9,the,O,DT
9,solution,O,NN
9,found,O,VBD
9,in,O,IN
9,Soames,O,NNP
9,1982,O,CD
9,leaving,O,VBG
9,these,O,DT
9,counterexamples,O,NNS
9,unexplained.,O,RB
9,By,O,IN
9,reappraising,O,VBG
9,these,O,DT
9,insightful,O,JJ
9,"counterexamples,",O,NN
9,the,O,DT
9,inferential,O,JJ
9,theory,O,NN
9,for,O,IN
9,natural,O,JJ
9,language,B,NN
9,presuppositions,I,NNS
9,described,I,VBN
9,in,O,IN
9,Mercer,O,NNP
9,"1987,",O,CD
9,1988,O,CD
9,gives,O,VBZ
9,a,O,DT
9,simple,O,JJ
9,and,O,CC
9,straightforward,O,JJ
9,explanation,O,NN
9,for,O,IN
9,the,O,DT
9,presuppositional,O,JJ
9,nature,B,NN
9,of,I,IN
9,these,I,DT
9,sentences,O,NNS
9,.,O,.
10,A,O,DT
10,method,O,NN
10,of,B,IN
10,sense,O,NN
10,resolution,B,NN
10,is,I,VBZ
10,proposed,O,VBN
10,that,O,IN
10,is,O,VBZ
10,based,O,VBN
10,on,O,IN
10,WordNet,O,NNP
10,",",B,","
10,an,I,DT
10,on-line,O,JJ
10,lexical,B,JJ
10,database,I,NN
10,that,I,WDT
10,incorporates,O,VBZ
10,semantic,O,JJ
10,relations,B,NNS
10,(,I,(
10,synonymy,I,NN
10,",",I,","
10,antonymy,I,NN
10,",",I,","
10,hyponymy,I,NN
10,",",O,","
10,meronymy,B,NN
10,",",O,","
10,causal,B,NN
10,and,I,CC
10,troponymic,O,JJ
10,entailment,B,NN
10,),I,)
10,as,I,IN
10,labeled,I,VBN
10,pointers,O,NNS
10,between,O,IN
10,word,O,NN
10,senses,O,NNS
10,.,O,.
10,With,O,IN
10,WordNet,O,NNP
10,",",O,","
10,it,O,PRP
10,is,O,VBZ
10,easy,B,JJ
10,to,I,TO
10,retrieve,O,VB
10,sets,O,NNS
10,of,O,IN
10,semantically,O,RB
10,related,O,VBN
10,words,B,NNS
10,",",I,","
10,a,I,DT
10,facility,I,NN
10,that,I,WDT
10,will,O,MD
10,be,O,VB
10,used,O,VBN
10,for,O,IN
10,sense,O,NN
10,resolution,O,NN
10,during,O,IN
10,text,B,NN
10,processing,I,NN
10,",",O,","
10,as,O,IN
10,follows.,B,NN
10,When,I,WRB
10,a,I,DT
10,word,O,NN
10,with,O,IN
10,multiple,O,JJ
10,senses,O,NNS
10,is,O,VBZ
10,"encountered,",O,JJ
10,one,O,CD
10,of,O,IN
10,two,O,CD
10,procedures,O,NNS
10,will,O,MD
10,be,O,VB
10,followed.,O,JJ
10,"Either,",B,NNP
10,(1),O,NNP
10,words,O,NNS
10,related,O,VBN
10,in,O,IN
10,meaning,O,VBG
10,to,O,TO
10,the,O,DT
10,alternative,O,JJ
10,senses,O,NNS
10,of,O,IN
10,the,O,DT
10,polysemous,O,JJ
10,word,B,NN
10,will,I,MD
10,be,I,VB
10,retrieved;,O,JJ
10,new,B,JJ
10,strings,I,NNS
10,will,O,MD
10,be,O,VB
10,derived,O,VBN
10,by,O,IN
10,substituting,O,VBG
10,these,O,DT
10,related,O,JJ
10,words,O,NNS
10,into,O,IN
10,the,O,DT
10,context,O,NN
10,of,O,IN
10,the,O,DT
10,polysemous,O,JJ
10,word,O,NN
10,;,O,:
10,a,O,DT
10,large,O,JJ
10,textual,O,JJ
10,corpus,O,NN
10,will,B,MD
10,then,I,RB
10,be,I,VB
10,searched,I,VBN
10,for,O,IN
10,these,O,DT
10,derived,O,JJ
10,strings,O,NNS
10,;,O,:
10,and,O,CC
10,that,O,DT
10,sense,O,NN
10,will,O,MD
10,be,O,VB
10,chosen,O,VBN
10,that,O,DT
10,corresponds,O,VBZ
10,to,O,TO
10,the,O,DT
10,derived,O,VBN
10,string,O,NN
10,that,O,WDT
10,is,O,VBZ
10,found,O,VBN
10,most,O,RBS
10,often,O,RB
10,in,O,IN
10,the,O,DT
10,corpus,O,NN
10,.,O,.
10,"Or,",O,NNP
10,(2),O,VBD
10,the,O,DT
10,context,O,NN
10,of,O,IN
10,the,O,DT
10,polysemous,O,JJ
10,word,O,NN
10,will,O,MD
10,be,O,VB
10,used,O,VBN
10,as,O,IN
10,a,O,DT
10,key,O,NN
10,to,O,TO
10,search,O,VB
10,a,O,DT
10,large,B,JJ
10,corpus,I,NN
10,;,I,:
10,all,I,DT
10,words,O,NNS
10,found,O,VBN
10,to,O,TO
10,occur,O,VB
10,in,O,IN
10,that,O,DT
10,context,O,NN
10,will,O,MD
10,be,O,VB
10,noted;,O,JJ
10,WordNet,O,NNP
10,will,O,MD
10,then,O,RB
10,be,O,VB
10,used,O,VBN
10,to,O,TO
10,estimate,O,VB
10,the,O,DT
10,semantic,O,JJ
10,distance,O,NN
10,from,B,IN
10,those,O,DT
10,words,O,NNS
10,to,O,TO
10,the,O,DT
10,alternative,O,JJ
10,senses,O,NNS
10,of,B,IN
10,the,I,DT
10,polysemous,I,JJ
10,word,O,NN
10,;,O,:
10,and,O,CC
10,that,O,DT
10,sense,O,NN
10,will,O,MD
10,be,O,VB
10,chosen,O,VBN
10,that,O,DT
10,is,O,VBZ
10,closest,O,JJS
10,in,O,IN
10,meaning,O,NN
10,to,O,TO
10,other,O,JJ
10,words,O,NNS
10,occurring,O,VBG
10,in,O,IN
10,the,O,DT
10,same,O,JJ
10,context,O,NN
10,If,O,IN
10,"successful,",O,NN
10,this,O,DT
10,procedure,O,NN
10,could,O,MD
10,have,O,VB
10,practical,O,JJ
10,applications,O,NNS
10,to,O,TO
10,problems,O,NNS
10,of,O,IN
10,information,O,NN
10,retrieval,O,NN
10,",",B,","
10,mechanical,O,JJ
10,translation,O,NN
10,",",O,","
10,intelligent,O,JJ
10,tutoring,O,VBG
10,systems,O,NNS
10,",",B,","
10,and,I,CC
10,elsewhere.,I,NN
11,Theoretical,O,JJ
11,research,O,NN
11,in,O,IN
11,the,O,DT
11,area,O,NN
11,of,O,IN
11,machine,O,NN
11,translation,B,NN
11,usually,I,RB
11,involves,O,VBZ
11,the,O,DT
11,search,O,NN
11,for,O,IN
11,and,O,CC
11,creation,O,NN
11,of,O,IN
11,an,O,DT
11,appropriate,O,JJ
11,formalism,O,NN
11,.,B,.
11,An,I,DT
11,important,O,JJ
11,issue,O,NN
11,in,O,IN
11,this,O,DT
11,respect,O,NN
11,is,O,VBZ
11,the,O,DT
11,way,O,NN
11,in,O,IN
11,which,O,WDT
11,the,O,DT
11,compositionality,O,NN
11,of,O,IN
11,translation,O,NN
11,is,B,VBZ
11,to,I,TO
11,be,I,VB
11,defined.,O,VBN
11,In,O,IN
11,this,O,DT
11,"paper,",O,NN
11,we,O,PRP
11,will,O,MD
11,introduce,O,VB
11,the,O,DT
11,anaphoric,O,JJ
11,component,B,NN
11,of,I,IN
11,the,I,DT
11,Mimo,I,NNP
11,formalism,O,NN
11,.,B,.
11,It,I,PRP
11,makes,I,VBZ
11,the,O,DT
11,definition,O,NN
11,and,O,CC
11,translation,O,NN
11,of,B,IN
11,anaphoric,I,JJ
11,relations,I,NNS
11,"possible,",I,VBP
11,relations,I,NNS
11,which,O,WDT
11,are,O,VBP
11,usually,O,RB
11,problematic,O,JJ
11,for,O,IN
11,systems,O,NNS
11,that,O,WDT
11,adhere,O,RB
11,to,O,TO
11,strict,O,JJ
11,compositionality,O,NN
11,.,B,.
11,In,I,IN
11,Mimo,I,NNP
11,",",I,","
11,the,I,DT
11,translation,I,NN
11,of,I,IN
11,anaphoric,O,JJ
11,relations,B,NNS
11,is,I,VBZ
11,compositional.,I,VBG
11,The,I,DT
11,anaphoric,O,JJ
11,component,O,NN
11,is,O,VBZ
11,used,O,VBN
11,to,B,TO
11,define,I,VB
11,linguistic,I,JJ
11,phenomena,O,NNS
11,such,O,JJ
11,as,B,IN
11,wh-movement,I,NN
11,",",I,","
11,the,I,DT
11,passive,O,NN
11,and,O,CC
11,the,B,DT
