sentence_id,words,labels,pos_tag
5,-,I,:
5,English,I,JJ
5,translation,I,NN
5,task,I,NN
5,compared,O,VBN
5,to,O,TO
5,a,O,DT
5,state,O,NN
5,-,O,:
5,of,O,IN
5,-,O,:
5,the,O,DT
5,-,O,:
5,art,O,NN
5,baseline,O,NN
5,.,O,.
5,.,O,.
6,Since,O,IN
6,the,O,DT
6,information,O,NN
6,within,O,IN
6,the,O,DT
6,sentence,O,NN
6,is,O,VBZ
6,insufficient,O,JJ
6,for,O,IN
6,topic,B,NN
6,modeling,I,NN
6,",",O,","
6,we,O,PRP
6,first,O,RB
6,enrich,O,JJ
6,sentence,O,NN
6,contexts,O,NN
6,via,O,IN
6,Information,O,NNP
6,Retrieval,O,NNP
6,(,O,(
6,IR,O,NNP
6,),O,)
6,methods,O,NNS
6,using,O,VBG
6,content,O,JJ
6,words,O,NNS
6,in,O,IN
6,the,O,DT
6,sentence,O,NN
6,as,O,IN
6,queries,O,NNS
6,",",O,","
6,so,O,IN
6,that,O,DT
6,topic,O,NN
6,-,O,:
6,related,O,JJ
6,monolingual,O,JJ
6,documents,O,NNS
6,can,O,MD
6,be,O,VB
6,collected,O,VBN
6,.,O,.
7,To,O,TO
7,solve,O,VB
7,these,O,DT
7,problems,O,NNS
7,",",O,","
7,we,O,PRP
7,propose,O,VBP
7,an,O,DT
7,approach,O,NN
7,rooted,O,VBN
7,in,O,IN
7,decision,O,NN
7,-,O,:
7,theoretic,O,JJ
7,and,O,CC
7,game,O,NN
7,-,O,:
7,theoretic,O,JJ
7,analyses,O,NNS
7,of,O,IN
7,indirectness,O,NN
7,in,O,IN
7,natural,O,JJ
7,language,O,NN
7,),O,)
7,whereby,O,WRB
7,a,O,DT
7,system,O,NN
7,uses,O,VBZ
7,strategic,O,JJ
7,reasoning,O,VBG
7,to,O,TO
7,derive,O,VB
7,an,O,DT
7,optimal,O,JJ
7,response,O,NN
7,to,O,TO
7,a,O,DT
7,yes,O,JJ
7,/,O,NN
7,no,O,DT
7,question,O,NN
7,given,O,VBN
7,certain,O,JJ
7,domain,O,NN
7,assumptions,O,NNS
7,.,O,.
8,Evaluations,O,NNS
8,show,O,VBP
8,that,O,IN
8,the,O,DT
8,model,O,NN
8,1,O,CD
8,),O,)
8,matches,O,VBZ
8,a,O,DT
8,behavioral,O,JJ
8,measure,O,NN
8,of,O,IN
8,semantics,O,NNS
8,more,O,RBR
8,closely,O,RB
8,",",O,","
8,2,O,CD
8,),O,)
8,can,O,MD
8,be,O,VB
8,used,O,VBN
8,to,O,TO
8,predict,O,VB
8,corpus,O,NN
8,data,O,NNS
8,for,O,IN
8,unseen,O,JJ
8,words,O,NNS
8,and,O,CC
8,3,O,CD
8,),O,)
8,has,O,VBZ
8,predictive,O,JJ
8,power,O,NN
8,that,O,IN
8,generalizes,O,VBZ
8,across,O,IN
8,brain,O,NN
8,imaging,O,NN
8,technologies,O,NNS
8,and,O,CC
8,across,O,IN
8,subjects,O,NNS
8,.,O,.
9,However,O,RB
9,",",O,","
9,from,O,IN
9,a,O,DT
9,scientific,O,JJ
9,perspective,O,NN
9,",",O,","
9,combining,O,VBG
9,text,O,NN
9,and,O,CC
9,brain,O,NN
9,data,O,NNS
9,could,O,MD
9,lead,O,VB
9,to,O,TO
9,more,O,RBR
9,consistent,O,JJ
9,semantic,O,JJ
9,models,O,NNS
9,",",O,","
9,in,O,IN
9,turn,O,NN
9,leading,O,VBG
9,to,O,TO
9,a,O,DT
9,better,O,JJR
9,understanding,O,NN
9,of,O,IN
9,semantics,O,NNS
9,and,O,CC
9,semantic,O,JJ
9,modeling,O,NN
9,generally,O,RB
9,.,O,.
10,The,O,DT
10,results,O,NNS
10,show,O,VBP
10,that,O,IN
10,proposed,O,VBD
10,shallow,O,JJ
10,representations,O,NNS
10,of,O,IN
10,sentence,O,NN
10,structure,O,NN
10,are,O,VBP
10,robust,O,JJ
10,to,O,TO
10,reductions,O,NNS
10,in,O,IN
10,parsing,B,VBG
10,accuracy,B,NN
10,",",O,","
10,and,O,CC
10,that,O,IN
10,the,O,DT
10,contribution,O,NN
10,of,O,IN
10,alternative,O,JJ
10,representations,O,NNS
10,of,O,IN
10,sentence,O,NN
10,structure,O,NN
10,to,O,TO
10,successful,O,JJ
10,semantic,B,JJ
10,role,I,NN
10,labeling,I,VBG
10,varies,O,NNS
10,with,O,IN
10,the,O,DT
10,integrity,O,NN
10,of,O,IN
10,the,O,DT
10,parsing,B,NN
10,and,O,CC
10,argument,B,NN
10,-,I,:
10,identification,I,NN
10,stages,O,NNS
10,.,O,.
10,.,O,.
11,Adding,O,VBG
11,the,O,DT
11,function,O,NN
11,/,O,NNP
11,content,O,NN
11,word,O,NN
11,split,O,NN
11,to,O,TO
11,the,O,DT
11,HMM,O,NNP
11,structure,O,NN
11,improves,O,VBZ
11,both,O,DT
11,EM,O,NNP
11,and,O,CC
11,VB,O,NNP
11,estimation,O,NN
11,in,O,IN
11,terms,O,NNS
11,of,O,IN
11,both,O,DT
11,tag,O,JJ
11,matching,O,NN
11,accuracy,B,NN
11,and,O,CC
11,information,O,NN
11,.,O,.
12,F1,B,NNP
12,is,O,VBZ
12,calculated,O,VBN
12,similarly,O,RB
12,for,O,IN
12,predicate,O,JJ
12,identification,O,NN
12,",",O,","
12,as,O,IN
12,one,O,CD
12,state,O,NN
12,per,O,IN
12,sentence,O,NN
12,is,O,VBZ
12,identified,O,VBN
12,as,O,IN
12,the,O,DT
12,predicate,O,NN
12,.,O,.
13,Traditional,O,JJ
13,information,B,NN
13,extraction,I,NN
13,(,I,(
13,IE,I,NNP
13,),I,)
13,evaluations,O,NNS
13,",",O,","
13,such,O,JJ
13,as,O,IN
13,the,O,DT
13,Message,O,NNP
13,Understanding,O,NNP
13,Conferences,O,NNP
13,(,O,(
13,MUC,O,NNP
13,),O,)
13,and,O,CC
13,Automatic,O,NNP
13,Content,O,NNP
13,Extraction,O,NNP
13,(,O,(
13,ACE,O,NNP
13,),O,)
13,",",O,","
13,assess,O,IN
13,the,O,DT
13,ability,O,NN
13,to,O,TO
13,extract,O,VB
13,information,O,NN
13,from,O,IN
13,individual,O,JJ
13,documents,O,NNS
13,in,O,IN
13,isolation,O,NN
13,.,O,.
14,In,O,IN
14,the,O,DT
14,Entity,B,NNP
14,Linking,I,NNP
14,task,I,NN
14,",",O,","
14,given,O,VBN
14,a,O,DT
14,person,O,NN
14,(,O,(
14,PER,O,NNP
14,),O,)
14,",",O,","
14,organization,O,NN
14,(,O,(
14,ORG,O,NNP
14,),O,)
14,or,O,CC
14,geo,O,JJ
14,-,O,:
14,political,O,JJ
14,entity,O,NN
14,(,O,(
14,GPE,O,NNP
14,",",O,","
14,a,O,DT
14,location,O,NN
14,with,O,IN
14,a,O,DT
14,government,O,NN
14,),O,)
14,query,O,NN
14,that,O,IN
14,consists,O,VBZ
14,of,O,IN
14,a,O,DT
14,name,O,NN
14,string,O,NN
14,and,O,CC
14,a,O,DT
14,background,O,NN
14,document,O,NN
14,containing,O,VBG
14,that,O,WDT
14,name,O,NN
14,string,O,NN
14,",",O,","
14,the,O,DT
14,system,O,NN
14,is,O,VBZ
14,required,O,VBN
14,to,O,TO
14,provide,O,VB
14,the,O,DT
14,ID,O,NNP
14,of,O,IN
14,the,O,DT
14,KB,O,NNP
14,entry,O,NN
14,to,O,TO
14,which,O,WDT
14,the,O,DT
14,name,O,NN
14,refers,O,NNS
14,;,O,:
14,or,O,CC
14,NIL,O,VB
14,if,O,IN
14,there,O,EX
14,is,O,VBZ
14,no,O,DT
14,such,O,JJ
14,KB,O,NNP
14,entry,O,NN
14,.,O,.
15,Each,O,DT
15,query,O,NN
15,in,O,IN
15,the,O,DT
15,Slot,B,NNP
15,Filling,I,NNP
15,task,I,NN
15,consists,O,VBZ
15,of,O,IN
15,the,O,DT
15,name,O,NN
15,of,O,IN
15,the,O,DT
15,entity,O,NN
15,",",O,","
15,its,O,PRP$
15,type,O,NN
15,(,O,(
15,person,O,NN
15,or,O,CC
15,organization,O,NN
15,),O,)
15,",",O,","
15,a,O,DT
15,background,O,NN
15,document,O,NN
15,containing,O,VBG
15,the,O,DT
15,name,O,NN
15,(,O,(
15,again,O,RB
15,",",O,","
15,to,O,TO
15,disambiguate,O,VB
15,the,O,DT
15,query,O,NN
15,in,O,IN
15,case,O,NN
15,there,O,EX
15,are,O,VBP
15,multiple,O,JJ
15,entities,O,NNS
15,with,O,IN
15,the,O,DT
15,same,O,JJ
15,name,O,NN
15,),O,)
15,",",O,","
15,its,O,PRP$
15,node,O,JJ
15,ID,O,NNP
15,(,O,(
15,if,O,IN
15,the,O,DT
15,entity,O,NN
15,appears,O,VBZ
15,in,O,IN
15,the,O,DT
15,knowledge,O,NN
15,base,O,NN
15,),O,)
15,",",O,","
15,and,O,CC
15,the,O,DT
15,attributes,O,NNS
15,which,O,WDT
15,need,O,VBP
15,not,O,RB
15,be,O,VB
15,filled,O,VBN
15,.,O,.
16,Impact,O,NN
16,of,O,IN
16,Semantic,O,JJ
16,Features,O,NNS
16,on,O,IN
16,Entity,B,NNP
16,Linking,I,NNP
16,(,O,(
16,Micro,B,NNP
16,-,I,:
16,Averaged,I,VBD
16,Accuracy,I,NNP
16,%,O,NN
16,),O,)
17,Producing,O,VBG
17,this,O,DT
17,kind,O,NN
17,of,O,IN
17,knowledge,O,NN
17,is,O,VBZ
17,extremely,O,RB
17,costly,O,JJ
17,:,O,:
17,at,O,IN
17,a,O,DT
17,throughput,O,NN
17,of,O,IN
17,one,O,CD
17,sense,O,NN
17,annotation,O,NN
17,per,O,IN
17,minute,O,NN
17,and,O,CC
17,tagging,O,VBG
17,one,O,CD
17,thousand,O,NN
17,examples,O,VBZ
17,per,O,IN
17,word,O,NN
17,",",O,","
17,dozens,O,NNS
17,of,O,IN
17,person,O,NN
17,-,O,:
17,years,O,NNS
17,would,O,MD
17,be,O,VB
17,required,O,VBN
17,for,O,IN
17,enabling,O,VBG
17,a,O,DT
17,supervised,O,VBN
17,classifier,O,NN
17,to,O,TO
17,disambiguate,O,VB
17,all,O,PDT
17,the,O,DT
17,words,O,NNS
17,in,O,IN
17,the,O,DT
17,English,O,JJ
17,lexicon,O,NN
17,with,O,IN
17,high,O,JJ
17,accuracy,O,NN
17,.,O,.
18,The,O,DT
18,average,O,JJ
18,polysemy,O,NN
18,is,O,VBZ
18,1,O,CD
18,.,O,.
18,3,O,CD
18,and,O,CC
18,2,O,CD
18,.,O,.
18,5,O,CD
18,for,O,IN
18,WordNet,B,NNP
18,senses,O,NNS
18,and,O,CC
18,Wikipages,O,NNP
18,",",O,","
18,respectively,O,RB
18,(,O,(
18,2,O,CD
18,.,O,.
18,8,O,CD
18,and,O,CC
18,4,O,CD
18,.,O,.
18,7,O,CD
18,when,O,WRB
18,excluding,O,VBG
18,monosemous,O,JJ
18,words,O,NNS
18,),O,)
18,.,O,.
19,We,O,PRP
19,selected,O,VBD
19,a,O,DT
19,random,O,JJ
19,sample,O,NN
19,of,O,IN
19,1,O,CD
19,",",O,","
19,000,O,CD
19,Wikipages,O,NNS
19,and,O,CC
19,asked,O,VBD
19,an,O,DT
19,annotator,O,NN
19,with,O,IN
19,previous,O,JJ
19,experience,O,NN
19,in,O,IN
19,lexicographic,O,JJ
19,annotation,O,NN
19,to,O,TO
19,provide,O,VB
19,the,O,DT
19,correct,O,JJ
19,WordNet,B,NNP
19,sense,O,NN
19,for,O,IN
19,each,O,DT
19,page,O,NN
19,title,O,NN
19,(,O,(
19,an,O,DT
19,empty,O,NN
19,sense,O,NN
19,label,O,NN
19,was,O,VBD
19,given,O,VBN
19,if,O,IN
19,no,O,DT
19,correct,O,NN
19,mapping,O,NN
19,was,O,VBD
19,possible,O,JJ
19,),O,)
19,.,O,.
20,Table,O,JJ
20,4,O,CD
20,:,O,:
20,BLEU,B,NNP
20,score,I,NN
20,results,O,NNS
20,for,O,IN
20,various,O,JJ
20,languages,O,NNS
20,translated,O,VBN
20,into,O,IN
20,English,O,NNP
20,with,O,IN
20,and,O,CC
20,without,O,IN
20,compound,O,NN
20,splitting,O,NN
20,.,O,.
21,Through,O,IN
21,carefully,O,RB
21,designed,O,VBN
21,control,O,NN
21,experiments,O,NNS
21,and,O,CC
21,Inter,O,NNP
21,Annotator,O,NNP
21,Agreement,O,NNP
21,metrics,O,NNS
21,for,O,IN
21,analysis,O,NN
21,of,O,IN
21,experimental,O,JJ
21,data,O,NNS
21,",",O,","
21,we,O,PRP
21,show,O,VBP
21,that,O,IN
21,crowdsourcing,O,VBG
21,may,O,MD
21,not,O,RB
21,be,O,VB
21,a,O,DT
21,suitable,O,JJ
21,approach,O,NN
21,for,O,IN
21,query,B,JJ
21,segmentation,I,NN
21,because,O,IN
21,the,O,DT
21,crowd,O,NN
21,seems,O,VBZ
21,to,O,TO
21,have,O,VB
21,a,O,DT
21,very,O,RB
21,strong,O,JJ
21,bias,O,NN
21,towards,O,NNS
21,dividing,O,VBG
21,the,O,DT
21,query,O,NN
21,into,O,IN
21,roughly,O,RB
21,equal,O,JJ
21,(,O,(
21,often,O,RB
21,only,O,RB
21,two,O,CD
21,),O,)
21,parts,O,NNS
21,.,O,.
22,A,O,DT
22,majority,O,NN
22,of,O,IN
22,work,O,NN
22,on,O,IN
22,query,B,JJ
22,segmentation,I,NN
22,relies,O,NNS
22,on,O,IN
22,manually,O,RB
22,segmented,O,VBN
22,queries,O,NNS
22,by,O,IN
22,human,O,JJ
22,experts,O,NNS
22,for,O,IN
22,training,O,NN
22,and,O,CC
22,evaluation,O,NN
22,of,O,IN
22,segmentation,O,NN
22,algorithms,O,NN
22,.,O,.
23,In,O,IN
23,this,O,DT
23,paper,O,NN
23,we,O,PRP
23,explore,O,VBP
23,crowdsourcing,O,VBG
23,as,O,IN
23,an,O,DT
23,option,O,NN
23,for,O,IN
23,query,B,NN
23,segmentation,I,NN
23,through,O,IN
23,experiments,O,NNS
23,designed,O,VBN
23,using,O,VBG
23,Amazon,O,NNP
23,Mechanical,O,NNP
23,Turk,O,NNP
23,(,O,(
23,AMT,O,NNP
23,),O,)
23,.,O,.
24,Thus,O,RB
24,",",O,","
24,it,O,PRP
24,is,O,VBZ
24,necessary,O,JJ
24,to,O,TO
24,compare,O,VB
24,query,B,JJ
24,segmentation,I,NN
24,to,O,TO
24,th,O,VB
24,ë,O,NNP
24,uber,O,NNP
24,-,O,:
24,structure,O,NN
24,of,O,IN
24,NL,O,NNP
24,sentences,O,NNS
24,as,O,RB
24,well,O,RB
24,as,O,IN
24,the,O,DT
24,unter,O,JJ
24,-,O,:
24,structure,O,NN
24,of,O,IN
24,random,O,NN
24,n,O,SYM
24,-,O,:
24,grams,O,NNS
24,.,O,.
25,The,O,DT
25,concept,O,NN
25,of,O,IN
25,flat,O,JJ
25,and,O,CC
25,nested,O,JJ
25,segmentation,O,NN
25,was,O,VBD
25,introduced,O,VBN
25,to,O,TO
25,the,O,DT
25,Turkers,O,NNS
25,with,O,IN
25,the,O,DT
25,help,O,NN
25,of,O,IN
25,examples,O,NNS
25,presented,O,VBN
25,in,O,IN
25,two,O,CD
25,short,O,JJ
25,videos,O,NNS
25,.,O,.
26,Therefore,O,RB
26,",",O,","
26,the,O,DT
26,reported,O,VBN
26,score,O,NN
26,reflects,O,VBZ
26,the,O,DT
26,accuracy,B,NN
26,of,O,IN
26,the,O,DT
26,generation,B,NN
26,and,O,CC
26,translation,B,NN
26,which,O,WDT
26,makes,O,VBZ
26,it,O,PRP
26,difficult,O,JJ
26,to,O,TO
26,evaluate,O,VB
26,the,O,DT
26,process,O,NN
26,of,O,IN
26,headline,B,JJ
26,generation,I,NN
26,of,O,IN
26,this,O,DT
26,system,O,NN
26,.,O,.
27,proposed,O,VBN
27,a,O,DT
27,probabilistic,O,JJ
27,model,O,NN
27,for,O,IN
27,headline,B,JJ
27,generation,I,NN
27,in,O,IN
27,which,O,WDT
27,they,O,PRP
27,divide,O,VBP
27,headline,O,JJ
27,generation,O,NN
27,process,O,NN
27,into,O,IN
27,two,O,CD
27,steps,O,NNS
27,;,O,:
27,namely,O,RB
27,the,O,DT
27,step,O,NN
27,of,O,IN
27,distilling,O,VBG
27,the,O,DT
27,information,O,NN
27,source,O,NN
27,from,O,IN
27,the,O,DT
27,observation,O,NN
27,of,O,IN
27,a,O,DT
27,document,O,NN
27,and,O,CC
27,the,O,DT
27,step,O,NN
27,of,O,IN
27,generating,O,VBG
27,a,O,DT
27,title,O,NN
27,from,O,IN
27,the,O,DT
27,estimated,O,VBN
27,information,O,NN
27,source,O,NN
27,",",O,","
27,but,O,CC
27,it,O,PRP
27,was,O,VBD
27,for,O,IN
27,English,O,JJ
27,documents,O,NNS
27,.,O,.
28,However,O,RB
28,",",O,","
28,they,O,PRP
28,are,O,VBP
28,not,O,RB
28,trivial,O,JJ
28,because,O,IN
28,of,O,IN
28,various,O,JJ
28,factors,O,NNS
28,such,O,JJ
28,as,O,IN
28,readability,O,NN
28,of,O,IN
28,headlines,O,NNS
28,and,O,CC
28,adequacy,O,NN
28,of,O,IN
28,headlines,O,NNS
28,(,O,(
28,whether,O,IN
28,headlines,O,NNS
28,indicate,O,VBP
28,the,O,DT
28,main,O,JJ
28,content,O,NN
28,of,O,IN
28,news,O,NN
28,story,O,NN
28,),O,)
28,.,O,.
29,Nevertheless,O,RB
29,",",O,","
29,there,O,EX
29,are,O,VBP
29,some,O,DT
29,automatic,O,JJ
29,metrics,O,NNS
29,available,O,JJ
29,for,O,IN
29,headline,O,JJ
29,evaluation,O,NN
29,.,O,.
30,A,O,DT
30,Mapping,O,NNP
30,-,O,:
30,Based,O,VBD
30,Approach,O,NNP
30,for,O,IN
30,General,O,NNP
30,Formal,O,NNP
30,Human,O,NNP
30,Computer,O,NNP
30,Interaction,O,NNP
30,Using,O,NNP
30,Natural,O,NNP
30,Language,O,NNP
31,We,O,PRP
31,consider,O,VBP
31,the,O,DT
31,problem,O,NN
31,of,O,IN
31,mapping,O,VBG
31,natural,O,JJ
31,language,O,NN
31,written,O,VBN
31,utterances,O,NNS
31,expressing,O,VBG
31,operational,O,JJ
31,instructions,O,NNS
31,1,O,CD
31,to,O,TO
31,formal,O,JJ
31,language,O,NN
31,expressions,O,NNS
31,",",O,","
31,applied,O,VBN
31,to,O,TO
31,French,O,NNP
31,and,O,CC
31,the,O,DT
31,R,O,NNP
31,programming,O,NN
31,language,O,NN
31,.,O,.
32,use,O,NN
32,hidden,O,JJ
32,Markov,O,NNP
32,models,O,NNS
32,to,O,TO
32,learn,O,VB
32,a,O,DT
32,mapping,O,NN
32,between,O,IN
32,object,O,JJ
32,tracks,O,NNS
32,from,O,IN
32,a,O,DT
32,video,O,NN
32,sequence,O,NN
32,and,O,CC
32,predicates,O,NNS
32,extracted,O,VBD
32,from,O,IN
32,a,O,DT
32,NL,O,NNP
32,description,O,NN
32,.,O,.
33,Precision,B,NN
33,and,O,CC
33,recall,B,NN
33,values,O,NNS
33,of,O,IN
33,information,O,NN
33,retrieval,O,NN
33,systems,O,NNS
33,are,O,VBP
33,computed,O,VBN
33,as,O,IN
33,follows,O,VBZ
33,:,O,:
33,Note,O,NN
33,that,O,IN
33,the,O,DT
33,recall,B,NN
33,value,O,NN
33,is,O,VBZ
33,not,O,RB
33,as,O,RB
33,important,O,JJ
33,as,O,IN
33,for,O,IN
33,information,O,NN
33,retrieval,O,NN
33,:,O,:
33,assuming,O,NN
33,that,O,IN
33,the,O,DT
33,situation,O,NN
33,showed,O,VBN
33,by,O,IN
33,the,O,DT
33,fourth,O,JJ
33,and,O,CC
33,fifth,O,JJ
33,associations,O,NNS
33,of,O,IN
33,are,O,VBP
33,not,O,RB
33,usual,O,JJ
33,5,O,CD
33,",",O,","
33,there,O,EX
33,should,O,MD
33,be,O,VB
33,few,O,JJ
33,different,O,JJ
33,valid,O,JJ
33,commands,O,NNS
33,fora,O,VB
33,given,O,VBN
33,request,O,JJS
33,-,O,:
33,utterance,O,NN
33,",",O,","
33,and,O,CC
33,most,O,JJS
33,of,O,IN
33,them,O,PRP
33,should,O,MD
33,be,O,VB
33,equivalent,O,JJ
33,.,O,.
34,First,O,RB
34,",",O,","
34,we,O,PRP
34,show,O,VBP
34,that,O,IN
34,for,O,IN
34,frame,B,JJ
34,identification,I,NN
34,on,O,IN
34,the,O,DT
34,FrameNet,B,NNP
34,corpus,I,NN
34,(,O,(
34,",",O,","
34,we,O,PRP
34,outperform,O,VBP
34,the,O,DT
34,prior,O,JJ
34,state,O,NN
34,of,O,IN
34,the,O,DT
34,art,O,NN
34,(,O,(
34,),O,)
34,.,O,.
35,10,O,CD
35,10,O,CD
35,Note,O,NN
35,that,O,WDT
35,describe,O,VBZ
35,the,O,DT
35,state,O,NN
35,of,O,IN
35,the,O,DT
35,art,O,NN
35,in,O,IN
35,FrameNet,B,NNP
35,-,O,:
35,based,O,VBN
35,analysis,O,NN
35,",",O,","
35,but,O,CC
35,their,O,PRP$
35,argument,O,NN
35,identification,O,NN
35,strategy,O,NN
35,considered,O,VBN
35,all,O,DT
35,possible,O,JJ
35,dependency,O,NN
35,subtrees,O,NNS
35,in,O,IN
35,Frame,O,NNP
35,Lexicon,O,NNP
35,In,O,IN
35,our,O,PRP$
35,experimental,O,JJ
35,setup,O,NN
35,",",O,","
35,we,O,PRP
35,scanned,O,VBD
35,the,O,DT
35,XML,O,NNP
35,files,O,NNS
35,in,O,IN
35,the,O,DT
35,"""",O,NNP
35,frames,O,NNS
35,"""",O,NNP
35,directory,O,NN
35,of,O,IN
35,the,O,DT
35,FrameNet,B,NNP
35,1,I,CD
35,.,I,.
35,5,I,CD
35,release,O,NN
35,",",O,","
35,which,O,WDT
35,lists,O,VBZ
35,all,O,PDT
35,the,O,DT
35,frames,O,NNS
35,",",O,","
35,the,O,DT
35,corresponding,O,JJ
35,roles,O,NNS
35,and,O,CC
35,the,O,DT
35,associated,O,JJ
35,lexical,O,JJ
35,units,O,NNS
35,",",O,","
35,and,O,CC
35,created,O,VBD
35,a,O,DT
35,frame,O,JJ
35,lexicon,O,NN
35,to,O,TO
35,be,O,VB
35,used,O,VBN
35,in,O,IN
35,our,O,PRP$
35,frame,O,NN
35,and,O,CC
35,argument,O,NN
35,identification,O,NN
35,models,O,NNS
35,.,O,.
36,a,O,DT
36,parse,O,NN
36,",",O,","
36,resulting,O,VBG
36,in,O,IN
36,a,O,DT
36,much,O,RB
36,larger,O,JJR
36,search,O,NN
36,space,O,NN
36,.,O,.
36,:,O,:
36,Full,O,NN
36,frame,B,NN
36,-,I,:
36,structure,I,NN
36,prediction,I,NN
36,results,O,NNS
36,for,O,IN
36,Propbank,B,NNP
36,.,O,.
37,presents,O,NNS
37,results,O,NNS
37,on,O,IN
37,the,O,DT
37,full,O,JJ
37,frame,B,NN
37,-,I,:
37,semantic,I,JJ
37,parsing,I,NN
37,task,I,NN
37,(,O,(
37,measured,O,VBN
37,by,O,IN
37,a,O,DT
37,reimplementation,O,NN
37,of,O,IN
37,the,O,DT
37,SemEval,B,NNP
37,2007,I,CD
37,shared,I,VBD
37,task,I,NN
37,evaluation,O,NN
37,script,O,NN
37,),O,)
37,when,O,WRB
37,our,O,PRP$
37,argument,O,NN
37,identification,O,NN
37,model,O,NN
37,(,O,(
37,§,O,JJ
37,4,O,CD
37,),O,)
37,is,O,VBZ
37,used,O,VBN
37,after,O,IN
37,frame,O,JJ
37,identification,O,NN
37,.,O,.
38,Table,O,JJ
38,2,O,CD
38,:,O,:
38,Frame,B,NN
38,identification,I,NN
38,results,O,NNS
38,for,O,IN
38,FrameNet,B,NNP
38,.,O,.
39,Table,O,JJ
39,3,O,CD
39,:,O,:
39,Full,B,NN
39,structure,I,NN
39,prediction,I,NN
39,results,O,NNS
39,for,O,IN
39,FrameNet,B,NNP
39,;,O,:
39,this,O,DT
39,reports,O,NNS
39,frame,O,NN
39,and,O,CC
39,argument,O,JJ
39,identification,O,NN
39,performance,O,NN
39,jointly,O,RB
39,.,O,.
40,Table,O,JJ
40,4,O,CD
40,:,O,:
40,Frame,B,NN
40,identification,I,NN
40,accuracy,B,NN
40,results,O,NNS
40,for,O,IN
40,PropBank,B,NNP
40,.,O,.
41,Table,O,JJ
41,6,O,CD
41,:,O,:
41,Argument,O,NN
41,only,O,RB
41,evaluation,O,NN
41,(,O,(
41,semantic,B,JJ
41,role,I,NN
41,labeling,I,VBG
41,metrics,O,NNS
41,),O,)
41,using,O,VBG
41,the,O,DT
41,CoNLL,B,NNP
41,2005,I,CD
41,shared,I,VBD
41,task,I,NN
41,evaluation,O,NN
41,script,O,NN
41,(,O,(
41,Carreras,O,NNP
41,and,O,CC
41,M,O,NNP
41,`,O,``
41,arquez,O,RB
41,",",O,","
41,2005,O,CD
41,),O,)
41,.,O,.
42,With,O,IN
42,the,O,DT
42,rapid,O,JJ
42,growth,O,NN
42,of,O,IN
42,information,O,NN
42,available,O,JJ
42,on,O,IN
42,the,O,DT
42,worldwide,O,NN
42,web,O,NN
42,",",O,","
42,especially,O,RB
42,in,O,IN
42,the,O,DT
42,form,O,NN
42,of,O,IN
42,unstructured,O,JJ
42,and,O,CC
42,natural,O,JJ
42,texts,O,NN
42,",",O,","
42,information,B,NN
42,extraction,I,NN
42,(,I,(
42,IE,I,NNP
42,),I,)
42,becomes,O,VBZ
42,one,O,CD
42,of,O,IN
42,the,O,DT
42,most,O,RBS
42,prominent,O,JJ
42,fields,O,NNS
42,in,O,IN
42,NLP,O,NNP
42,research,O,NN
42,.,O,.
43,Moreover,O,RB
43,",",O,","
